panel_id,panel_description,rank_within_panel,taxon_long,genus,family,species_short
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,207,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis,Romboutsia,Peptostreptococcaceae,Romboutsia ilealis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,208,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens,Agathobaculum,Ruminococcaceae,Agathobaculum butyriciproducens
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,209,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250,Anaeromassilibacillus,Ruminococcaceae,Anaeromassilibacillus sp An250
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,210,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis,Anaerotruncus,Ruminococcaceae,Anaerotruncus colihominis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,211,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,Faecalibacterium,Ruminococcaceae,Faecalibacterium prausnitzii
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,212,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii,Flavonifractor,Ruminococcaceae,Flavonifractor plautii
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,213,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_sp_An10,Flavonifractor,Ruminococcaceae,Flavonifractor sp An10
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,214,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_sp_An100,Flavonifractor,Ruminococcaceae,Flavonifractor sp An100
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,215,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis,Gemmiger,Ruminococcaceae,Gemmiger formicilis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,216,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Harryflintia|s__Harryflintia_acetispora,Harryflintia,Ruminococcaceae,Harryflintia acetispora
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,217,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus,Pseudoflavonifractor,Ruminococcaceae,Pseudoflavonifractor capillosus
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,218,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184,Pseudoflavonifractor,Ruminococcaceae,Pseudoflavonifractor sp An184
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,219,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum,Ruminococcaceae_unclassified,Ruminococcaceae,Clostridium leptum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,220,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_methylpentosum,Ruminococcaceae_unclassified,Ruminococcaceae,Clostridium methylpentosum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,221,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum,Ruminococcaceae_unclassified,Ruminococcaceae,Eubacterium siraeum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,222,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D16,Ruminococcaceae_unclassified,Ruminococcaceae,Ruminococcaceae bacterium D16
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,223,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D5,Ruminococcaceae_unclassified,Ruminococcaceae,Ruminococcaceae bacterium D5
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,224,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans,Ruminococcus,Ruminococcaceae,Ruminococcus bicirculans
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,225,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,Ruminococcus,Ruminococcaceae,Ruminococcus bromii
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,226,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus,Ruminococcus,Ruminococcaceae,Ruminococcus callidus
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,227,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris,Ruminococcus,Ruminococcaceae,Ruminococcus lactaris
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,228,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_330,Ruminococcus,Ruminococcaceae,Ruminococcus sp CAG 330
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,229,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans,Ruthenibacterium,Ruminococcaceae,Ruthenibacterium lactatiformans
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,230,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absiella|s__Absiella_dolichum,Absiella,Erysipelotrichaceae,Absiella dolichum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,231,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_extructa,Bulleidia,Erysipelotrichaceae,Bulleidia extructa
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,232,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai,Catenibacterium,Erysipelotrichaceae,Catenibacterium mitsuokai
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,233,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_cateniformis,Coprobacillus,Erysipelotrichaceae,Coprobacillus cateniformis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,234,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa,Dielma,Erysipelotrichaceae,Dielma fastidiosa
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,235,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum,Erysipelatoclostridium,Erysipelotrichaceae,Clostridium innocuum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,236,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme,Erysipelatoclostridium,Erysipelotrichaceae,Clostridium spiroforme
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,237,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum,Erysipelatoclostridium,Erysipelotrichaceae,Erysipelatoclostridium ramosum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,238,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_pleomorphus,Faecalicoccus,Erysipelotrichaceae,Faecalicoccus pleomorphus
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,239,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides,Faecalitalea,Erysipelotrichaceae,Faecalitalea cylindroides
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,240,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis,Holdemanella,Erysipelotrichaceae,Holdemanella biformis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,241,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis,Holdemania,Erysipelotrichaceae,Holdemania filiformis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,242,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massiliomicrobiota|s__Massiliomicrobiota_timonensis,Massiliomicrobiota,Erysipelotrichaceae,Massiliomicrobiota timonensis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,243,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei,Solobacterium,Erysipelotrichaceae,Solobacterium moorei
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,244,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis,Turicibacter,Erysipelotrichaceae,Turicibacter sanguinis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,245,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_110,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes bacterium CAG 110
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,246,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_145,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes bacterium CAG 145
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,247,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_170,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes bacterium CAG 170
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,248,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_238,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes bacterium CAG 238
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,249,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes bacterium CAG 83
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,250,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_94,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes bacterium CAG 94
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,251,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_95,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes bacterium CAG 95
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,252,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini,Acidaminococcus,Acidaminococcaceae,Acidaminococcus intestini
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,253,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium,Phascolarctobacterium,Acidaminococcaceae,Phascolarctobacterium faecium
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,254,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_sp_CAG_266,Phascolarctobacterium,Acidaminococcaceae,Phascolarctobacterium sp CAG 266
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,255,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens,Phascolarctobacterium,Acidaminococcaceae,Phascolarctobacterium succinatutens
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,256,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis,Megamonas,Selenomonadaceae,Megamonas funiformis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,257,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_hypermegale,Megamonas,Selenomonadaceae,Megamonas hypermegale
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,258,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_jalaludinii,Mitsuokella,Selenomonadaceae,Mitsuokella jalaludinii
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,259,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_multacida,Mitsuokella,Selenomonadaceae,Mitsuokella multacida
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,260,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans,Allisonella,Veillonellaceae,Allisonella histaminiformans
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,261,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus,Dialister,Veillonellaceae,Dialister invisus
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,262,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_pneumosintes,Dialister,Veillonellaceae,Dialister pneumosintes
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,263,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_sp_CAG_357,Dialister,Veillonellaceae,Dialister sp CAG 357
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,264,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii,Megasphaera,Veillonellaceae,Megasphaera elsdenii
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,265,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis,Megasphaera,Veillonellaceae,Megasphaera micronuciformis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,266,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica,Veillonella,Veillonellaceae,Veillonella atypica
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,267,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar,Veillonella,Veillonellaceae,Veillonella dispar
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,268,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_infantium,Veillonella,Veillonellaceae,Veillonella infantium
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,269,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula,Veillonella,Veillonellaceae,Veillonella parvula
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,270,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae,Veillonella,Veillonellaceae,Veillonella rogosae
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,271,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_T11011_6,Veillonella,Veillonellaceae,Veillonella sp T11011 6
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,272,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra,Parvimonas,Peptoniphilaceae,Parvimonas micra
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,273,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum,Fusobacterium,Fusobacteriaceae,Fusobacterium mortiferum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,274,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum,Fusobacterium,Fusobacteriaceae,Fusobacterium nucleatum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,275,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_periodonticum,Fusobacterium,Fusobacteriaceae,Fusobacterium periodonticum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,276,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_ulcerans,Fusobacterium,Fusobacteriaceae,Fusobacterium ulcerans
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,277,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_varium,Fusobacterium,Fusobacteriaceae,Fusobacterium varium
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,278,k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis,Victivallis,Victivallaceae,Victivallis vadensis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,279,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes,Oxalobacter,Oxalobacteraceae,Oxalobacter formigenes
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,280,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis,Parasutterella,Sutterellaceae,Parasutterella excrementihominis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,281,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_parvirubra,Sutterella,Sutterellaceae,Sutterella parvirubra
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,282,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas_muris,Turicimonas,Sutterellaceae,Turicimonas muris
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,283,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia,Bilophila,Desulfovibrionaceae,Bilophila wadsworthia
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,284,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified|s__Desulfovibrionaceae_bacterium,Desulfovibrionaceae_unclassified,Desulfovibrionaceae,Desulfovibrionaceae bacterium
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,285,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger,Desulfovibrio,Desulfovibrionaceae,Desulfovibrio piger
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,286,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus,Campylobacter,Campylobacteraceae,Campylobacter concisus
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,287,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii,Citrobacter,Enterobacteriaceae,Citrobacter freundii
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,288,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_youngae,Citrobacter,Enterobacteriaceae,Citrobacter youngae
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,289,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae_complex,Enterobacter,Enterobacteriaceae,Enterobacter cloacae complex
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,290,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,Escherichia,Enterobacteriaceae,Escherichia coli
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,291,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae,Klebsiella,Enterobacteriaceae,Klebsiella pneumoniae
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,292,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasipneumoniae,Klebsiella,Enterobacteriaceae,Klebsiella quasipneumoniae
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,293,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola,Klebsiella,Enterobacteriaceae,Klebsiella variicola
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,294,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae,Haemophilus,Pasteurellaceae,Haemophilus parainfluenzae
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,295,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp_HMSC71H05,Haemophilus,Pasteurellaceae,Haemophilus sp HMSC71H05
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,296,k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified|s__Proteobacteria_bacterium_CAG_139,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria bacterium CAG 139
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,297,k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_sp_CAG_700,Brachyspira,Brachyspiraceae,Brachyspira sp CAG 700
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,298,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_evryensis,Cloacibacillus,Synergistaceae,Cloacibacillus evryensis
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,299,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_porcorum,Cloacibacillus,Synergistaceae,Cloacibacillus porcorum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,300,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Fretibacterium|s__Fretibacterium_fastidiosum,Fretibacterium,Synergistaceae,Fretibacterium fastidiosum
all_301_retained_species,All retained species after prevalence and cohort-presence filtering.,301,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,Akkermansia,Akkermansiaceae,Akkermansia muciniphila
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,1,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra,Parvimonas,Peptoniphilaceae,Parvimonas micra
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,2,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_morbillorum,Gemella,Bacillales_unclassified,Gemella morbillorum
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,3,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis,Peptostreptococcus,Peptostreptococcaceae,Peptostreptococcus stomatis
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,4,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei,Solobacterium,Erysipelotrichaceae,Solobacterium moorei
