taxon_long,coef_crc_clr_study_only,pvalue_study_only,qvalue_bh_study_only,direction_study_only,genus,species_short,coef_crc_clr_study_age_bmi_gender,se_hc3_coef_crc_clr_study_age_bmi_gender,pvalue_coef_crc_clr_study_age_bmi_gender,qvalue_bh_coef_crc_clr_study_age_bmi_gender,direction_coef_crc_clr_study_age_bmi_gender,baseline_sign,covariate_sign,direction_concordant
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra,2.1325455881719457,6.091524866719365e-44,1.8335489848825287e-41,CRC_higher,Parvimonas,Parvimonas micra,2.12979508792393,0.1590684050474014,6.995122172596418e-41,2.1055317739515214e-38,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus,-0.2439899149476427,0.0929377291815716,0.1877466878097521,control_higher,Butyrivibrio,Butyrivibrio crossotus,-0.2559297318480946,0.1431266502348655,0.0737542760940371,0.1458016331422245,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_145,0.2978131223552718,0.0942816246944171,0.1891917935534637,CRC_higher,Firmicutes_unclassified,Firmicutes bacterium CAG 145,0.3757435694384806,0.1833636735703017,0.0404453716370064,0.0915342621258566,CRC_higher,1.0,1.0,True
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_rimae,0.1382870770793645,0.1009834868003326,0.201298208787418,CRC_higher,Atopobium,Atopobium rimae,0.1076097895244822,0.086289132558209,0.2123667289997158,0.3364336075206025,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum,-0.1767778153280882,0.1019986322896701,0.2013642639320164,control_higher,Lactobacillus,Lactobacillus fermentum,-0.2284370866067312,0.1110598091588446,0.039697435552437,0.0912131916128515,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1185,-0.1452592290572878,0.1023545926298953,0.2013642639320164,control_higher,Prevotella,Prevotella sp CAG 1185,-0.1393994298843582,0.089672280083538,0.1200549093053162,0.2176899259090373,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pasteurianus,0.1581353075155785,0.1045025765698029,0.2032936427252034,CRC_higher,Streptococcus,Streptococcus pasteurianus,0.1834463159430535,0.1012854062541805,0.0701126663490411,0.13976101040438,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula,0.3441707857366365,0.1046860950910516,0.2032936427252034,CRC_higher,Veillonella,Veillonella parvula,0.2092977876517932,0.2119218333050391,0.3233398356464101,0.4612573010880068,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_CAG_409,-0.1875533280040535,0.1063600966836651,0.2039310020188239,control_higher,Parabacteroides,Parabacteroides sp CAG 409,-0.2007237813289873,0.116493004372562,0.0848786916953811,0.1637723474378829,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus|s__Monoglobus_pectinilyticus,-0.2492468175163766,0.1063693266344031,0.2039310020188239,control_higher,Monoglobus,Monoglobus pectinilyticus,-0.264127500982525,0.1565613116397081,0.0915928291123283,0.1744901364734862,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis,-0.3007658281782026,0.1141473128471603,0.2174578554873117,control_higher,Bacteroides,Bacteroides intestinalis,-0.337351441433938,0.1931028478504155,0.0806366498080858,0.1572747757354173,control_higher,-1.0,-1.0,True
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_181,0.1862681016580433,0.1155976313094828,0.2188357674475115,CRC_higher,Actinomyces,Actinomyces sp oral taxon 181,0.1034393643390656,0.1211560328858503,0.3932325398798626,0.5191359408063099,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An131,0.1396513126958209,0.1178545638925058,0.2209299351801787,CRC_higher,Lachnoclostridium,Lachnoclostridium sp An131,0.2031636846814655,0.0931605121307479,0.0291988163868167,0.0714540140848116,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae,0.301749064576672,0.118171825794049,0.2209299351801787,CRC_higher,Bacteroides,Bacteroides salyersiae,0.2899940595329295,0.1981130865125728,0.1432539504357032,0.2506944132624807,CRC_higher,1.0,1.0,True
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_periodonticum,0.1184080576809514,0.1251863153294166,0.2321207917863146,CRC_higher,Fusobacterium,Fusobacterium periodonticum,0.0914504048659161,0.0812059875612202,0.2601005636881729,0.3914513483507002,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_fastidiosus,-0.3027676070594648,0.1261926324854603,0.2321207917863146,control_higher,Coprobacter,Coprobacter fastidiosus,-0.244475128166885,0.2023365952782842,0.2269474335239083,0.3539439248222612,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_sp_CAG_318,-0.1790157248008983,0.1264711290795867,0.2321207917863146,control_higher,Butyrivibrio,Butyrivibrio sp CAG 318,-0.1823569773170811,0.1146220807944148,0.1116228357453502,0.2061256046585916,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D16,0.1995341469410541,0.1309570061239164,0.2379833226726563,CRC_higher,Ruminococcaceae_unclassified,Ruminococcaceae bacterium D16,0.2675386488556371,0.1351664328127362,0.0477791359188837,0.1034641720257843,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_330,-0.168032470148215,0.1312466164905679,0.2379833226726563,control_higher,Ruminococcus,Ruminococcus sp CAG 330,-0.1391645370040375,0.114808524278908,0.2254570195331312,0.353450848330586,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius,0.1842981096807338,0.1326827746657637,0.2391467974514664,CRC_higher,Lactobacillus,Lactobacillus salivarius,0.1069961019974913,0.1269657985269628,0.3993873313014699,0.522676464007576,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis,0.2350947421158952,0.1345168722803522,0.2410093961689645,CRC_higher,Eisenbergiella,Eisenbergiella massiliensis,0.336749123317288,0.1577050563100249,0.0327357279307389,0.0794633395738098,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus,-0.3051596205977441,0.1374927916407785,0.2445952648757312,control_higher,Eubacterium,Eubacterium ramulus,-0.2770146726698267,0.2093737030320751,0.1858143118997325,0.3073082850649423,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens,0.3763919463836011,0.1387831710766914,0.2445952648757312,CRC_higher,Phascolarctobacterium,Phascolarctobacterium succinatutens,0.2385787779974683,0.2581574876836827,0.3554031105275825,0.4826367524970854,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279,0.2805574985170141,0.1389561139327243,0.2445952648757312,CRC_higher,Prevotella,Prevotella sp CAG 279,0.2085574517136638,0.1885718471641297,0.2687334311799727,0.399243160867729,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus,-0.1908314900482058,0.1443287140968961,0.2525752496695682,control_higher,Ruminococcus,Ruminococcus callidus,-0.1982568239539668,0.1358396432135966,0.1444298393169525,0.2512912233202469,control_higher,-1.0,-1.0,True
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve,-0.1994913156643482,0.1457093465574648,0.253517417998826,control_higher,Bifidobacterium,Bifidobacterium breve,-0.1142268414205458,0.1387942144567587,0.4105112592294592,0.5345201510369468,control_higher,-1.0,-1.0,True
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp_HMSC71H05,-0.2011425425041105,0.1551244964642372,0.2675778550771864,control_higher,Haemophilus,Haemophilus sp HMSC71H05,-0.2579624441660897,0.1444421199102992,0.0741117935905659,0.1458016331422245,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_infantium,-0.2119275272055371,0.155568520393713,0.2675778550771864,control_higher,Veillonella,Veillonella infantium,-0.3407232740824465,0.1513720808892848,0.0243919315107283,0.0622200964807561,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii,-0.1701489602268159,0.1619975741108945,0.2770526693601094,control_higher,Blautia,Blautia hansenii,-0.1677104452695221,0.1244892665587344,0.177919693746808,0.2991833956301074,control_higher,-1.0,-1.0,True
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger,0.2597274172169925,0.1638815786032857,0.2786912720880736,CRC_higher,Desulfovibrio,Desulfovibrio piger,0.2268026633690892,0.1905062054690471,0.2338395674970365,0.3591107643704488,CRC_higher,1.0,1.0,True
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus,0.1943666657816668,0.1649624665319367,0.2789533844163648,CRC_higher,Actinomyces,Actinomyces odontolyticus,0.1037548385468329,0.1427772154421255,0.4674156066747379,0.5696036340449235,CRC_higher,1.0,1.0,True
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii,0.1356471970749139,0.1691551765334525,0.284445296852342,CRC_higher,Actinomyces,Actinomyces graevenitzii,0.1066051120000555,0.101336606282389,0.2928040672085967,0.4299220694135981,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_CHKCI005,-0.111362368591523,0.1703152171790414,0.284804890949397,control_higher,Eubacteriaceae_unclassified,Eubacteriaceae bacterium CHKCI005,-0.0894784804164192,0.0809924784720156,0.2692570154689335,0.399243160867729,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii,0.3161623062269573,0.1722618681863406,0.2864686316247984,CRC_higher,Bacteroides,Bacteroides eggerthii,0.3400983237713805,0.2354435354955997,0.1485982164750293,0.2555889323370505,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242,0.2489168287866736,0.1774424663029399,0.293462540424093,CRC_higher,Clostridium,Clostridium sp CAG 242,0.2667816065213649,0.1897082504139797,0.1596430492548058,0.2699581900320032,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus,-0.2515535559564196,0.1787649619442151,0.2940341723781898,control_higher,Dialister,Dialister invisus,-0.197422122569605,0.1901696668121376,0.2992063875649916,0.4350778872321859,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis_CAG_32,-0.1570733500770134,0.1845677286742812,0.3013071242411583,control_higher,Bacteroides,Bacteroides faecis CAG 32,-0.1577425500359246,0.1177061740375458,0.1802003917193713,0.3005157861407851,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_sp_An10,-0.1054408900716796,0.185188764068486,0.3013071242411583,control_higher,Flavonifractor,Flavonifractor sp An10,-0.0601013523378322,0.0819138526844351,0.4631229761027994,0.566666730922531,control_higher,-1.0,-1.0,True
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47,-0.1845263993874627,0.1896008301800589,0.3068271499150415,control_higher,Actinomyces,Actinomyces sp ICM47,-0.2521756056871889,0.1445150503626077,0.0809886718903312,0.1572747757354173,control_higher,-1.0,-1.0,True
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_S6_Spd3,0.1413900668597821,0.1918839481380315,0.3088613282863502,CRC_higher,Actinomyces,Actinomyces sp S6 Spd3,0.1076911240310379,0.1099660922945655,0.3274257969437446,0.4634660032865742,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes,-0.2888263524964382,0.1994426204187515,0.3193203656704478,control_higher,Coprococcus,Coprococcus comes,-0.2693723451641389,0.2314631434289228,0.2445128848378019,0.3717089814958505,control_higher,-1.0,-1.0,True
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_sp_CAG_700,-0.1524026228623815,0.2026404478795916,0.3212133010695821,control_higher,Brachyspira,Brachyspira sp CAG 700,-0.1217770121076253,0.1214779014600771,0.3161203833235502,0.4531058827637552,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis,0.2257690198306439,0.2027592265887727,0.3212133010695821,CRC_higher,Megamonas,Megamonas funiformis,0.1844831910265027,0.1799000583460972,0.3051386471995422,0.4415708308031836,CRC_higher,1.0,1.0,True
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens,0.2440930265937555,0.2073053277959498,0.3266958307150831,CRC_higher,Slackia,Slackia isoflavoniconvertens,0.1468154848758386,0.1978369238472284,0.4580245949412941,0.566666730922531,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans,0.1867938020404785,0.2148775940646128,0.3368653948617107,CRC_higher,Allisonella,Allisonella histaminiformans,0.1411784801987578,0.1507809455148864,0.3491109617925739,0.4826367524970854,CRC_higher,1.0,1.0,True
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus,-0.1105870790131138,0.2217822230473627,0.3458883374987367,control_higher,Campylobacter,Campylobacter concisus,-0.2189332335324904,0.091216904246402,0.0163888549678064,0.0456763457899049,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila,0.2661172122609548,0.2324446353244672,0.3606486352199208,CRC_higher,Paraprevotella,Paraprevotella xylaniphila,0.2116946020118197,0.2280309271247424,0.3532212910930213,0.4826367524970854,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis,-0.199299824077013,0.2357081788199257,0.3627952246277757,control_higher,Bacteroides,Bacteroides faecis,-0.1716281148638903,0.1708589361146245,0.3151367871673716,0.4531058827637552,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii,-0.2138535993787107,0.2380069351231375,0.3627952246277757,control_higher,Intestinibacter,Intestinibacter bartlettii,-0.2345283652315495,0.1849922823285625,0.2048787478544298,0.3333286516852107,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans,-0.1541645322954904,0.238384529205355,0.3627952246277757,control_higher,Streptococcus,Streptococcus mutans,-0.2268520872814657,0.1334303578727107,0.0891020599691073,0.1708262423611549,control_higher,-1.0,-1.0,True
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae,-0.1917471380518279,0.2386493504196,0.3627952246277757,control_higher,Gordonibacter,Gordonibacter pamelaeae,-0.10003613978317,0.1640557833357999,0.5420148038521558,0.6448476520138297,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus,0.1891317587647589,0.2427497483903039,0.3666407476562234,CRC_higher,Lawsonibacter,Lawsonibacter asaccharolyticus,0.3244545027608549,0.1621581701439644,0.0454083391729443,0.0997657670880018,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20,-0.2707219634570236,0.2436151147217431,0.3666407476562234,control_higher,Oscillibacter,Oscillibacter sp 57 20,-0.2205741827131684,0.2373984911840712,0.3528214512617699,0.4826367524970854,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_CAG_257,-0.2354385888992809,0.2508233706631383,0.3756111172617146,control_higher,Blautia,Blautia sp CAG 257,-0.1871531055493169,0.2098229870740406,0.372415920834106,0.4982097429825151,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_secundus,-0.1706684812868845,0.2546567089375369,0.3794637098524683,control_higher,Coprobacter,Coprobacter secundus,-0.0525073785795863,0.1493654021478285,0.7251859553447455,0.8013953523245556,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai,0.188188447675671,0.2617977798408885,0.3881829149364898,CRC_higher,Catenibacterium,Catenibacterium mitsuokai,0.1320761700821041,0.1669204680530683,0.4287968969773118,0.544590151857261,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_94,0.1900085017729146,0.2642587308974455,0.3899111666673094,CRC_higher,Firmicutes_unclassified,Firmicutes bacterium CAG 94,0.3133527122518299,0.1718779381643306,0.0682864465274464,0.1388798675997391,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CAG_241,0.2276601322597239,0.2695364780334763,0.3957584384784213,CRC_higher,Oscillibacter,Oscillibacter sp CAG 241,0.2423143625197025,0.2106175705772185,0.2499402465505488,0.3780503226719356,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum,-0.2016270722737163,0.2721259117479021,0.3976208710491191,control_higher,Blautia,Blautia obeum,-0.1212003517599324,0.1864122469582802,0.5155799877470756,0.6158316520312291,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus,0.2250095246684106,0.2787764320103836,0.4053705605561616,CRC_higher,Coprococcus,Coprococcus catus,0.1510424100397598,0.2129192912753606,0.478083674600061,0.5779244419864192,CRC_higher,1.0,1.0,True
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasipneumoniae,-0.1687292056380561,0.2831851411332913,0.4098015744284648,control_higher,Klebsiella,Klebsiella quasipneumoniae,-0.2001908802957017,0.159064374774782,0.2081919817834538,0.3333286516852107,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_95,-0.1621391984075986,0.2875216910038718,0.413668007236069,control_higher,Firmicutes_unclassified,Firmicutes bacterium CAG 95,-0.1217198888861645,0.1551360962642698,0.4326877226832881,0.5449330733375303,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83,-0.2336769137545736,0.2886055864437691,0.413668007236069,control_higher,Firmicutes_unclassified,Firmicutes bacterium CAG 83,-0.2075019131510512,0.224792584125068,0.3559646480211061,0.4826367524970854,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens,-0.1014752502302828,0.2976364224107125,0.4245903466617273,control_higher,Clostridium,Clostridium perfringens,-0.1237830150676451,0.1006231885916083,0.21863573169821,0.3445515981212629,control_higher,-1.0,-1.0,True
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae,-0.0822345158188151,0.3003329412188764,0.4264161099381218,control_higher,Scardovia,Scardovia wiggsiae,-0.1031182475496705,0.0794605422703799,0.1943804856075073,0.3179811204774984,control_higher,-1.0,-1.0,True
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_youngae,-0.1057674573501164,0.3098848557768414,0.4379124018254896,control_higher,Citrobacter,Citrobacter youngae,-0.1533540856356616,0.1060694301525638,0.1482362064199436,0.2555889323370505,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_dolichum_CAG_375,-0.1079344543107442,0.3138777526869114,0.4414822596203754,control_higher,Eubacterium,Eubacterium dolichum CAG 375,-0.1273257320077635,0.1083057201974982,0.2397491176625151,0.3663171797787669,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,0.2760080658310443,0.3197465608645101,0.4476451852103142,CRC_higher,Bacteroides,Bacteroides stercoris,0.3528277631599695,0.2802254285441466,0.2079994649208908,0.3333286516852107,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_timidum,0.0726101055069377,0.3212632855062676,0.4476863376730858,CRC_higher,Mogibacterium,Mogibacterium timidum,0.0517962670058875,0.0730062756829402,0.478028574226082,0.5779244419864192,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum,0.1799727070099765,0.3381733586721144,0.4690791749322877,CRC_higher,Erysipelatoclostridium,Clostridium innocuum,0.1724884091385465,0.1916293954003939,0.3680592877879258,0.4967975140097116,CRC_higher,1.0,1.0,True
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens,-0.0829891933262138,0.34924337291481,0.4822121800337514,control_higher,Alloscardovia,Alloscardovia omnicolens,-0.1384610818879789,0.0921249582155715,0.1328466866933824,0.2338412438287023,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum,0.076445950351188,0.3609069090912373,0.4960410029062212,CRC_higher,Eubacterium,Eubacterium limosum,0.0874285683872163,0.0836179889751868,0.2957590114915809,0.4321527303833293,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis,-0.2181140840015261,0.3660733803008226,0.4997118923135272,control_higher,Bacteroides,Bacteroides massiliensis,-0.19939932574951,0.2459016705992373,0.4174285630556708,0.5369487071784483,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_pleomorphus,0.0985385968483264,0.36689810033651,0.4997118923135272,CRC_higher,Faecalicoccus,Faecalicoccus pleomorphus,0.1369920286014358,0.1144699601273599,0.2314036584732757,0.3571923138484922,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,-0.1450085070762363,0.3888879158113384,0.5263218629461535,control_higher,Bacteroides,Bacteroides uniformis,-0.092814873174163,0.1702117658279932,0.5855536791635667,0.6815488721090973,control_higher,-1.0,-1.0,True
